tum	hi
ny	hi
!	rest
#WellDonePakArmy	rest
#RIP	rest
#SurgicalStrike	rest
https://t	rest
	
Now	en
dirty	en
politics	en
start	en
on	en
#SurgicalStrike	rest
..	rest
hamre	hi
desh	hi
ke	hi
kuch	hi
Neta	hi
nhi	hi
sudhrenge	en
.	rest
everyday	en
need	en
media	en
attention	en
.	rest
Foket	hi
me	hi
limelight	en
	
JO	hi
TERRORIST	en
THE	en
UN	hi
K	hi
KHILAAF	hi
KAMYAB	hi
#SurgicalStrike	rest
HUI	hi
","	rest
TERRORIST	en
AUR	hi
ARTIST	en
MEI	hi
FARQ	hi
RAKHO	hi
.	rest
-	rest
@BeingSalmanKhan	rest
(	rest
CORRECT	en
KAHA	hi
)	rest
	
RT	rest
@iihtishamm	rest
:	rest
Coward	en
#Indians	rest
didn't	en
come	en
to	en
Wahga	rest
today	en
","	rest
Yar	hi
aj	hi
to	hi
ana	hi
banta	hi
ta	hi
#SurgicalStrike	rest
ki	hi
khoshi	hi
may	hi
#PakistanZindabad	rest
htt	rest
	
@aakriti0720	rest
@Mehreen_Sibtain	rest
#SurgicalStrike	rest
en	hi
k	hi
nervous	en
system	en
pe	hi
ho	hi
gaya	hi
hai	hi
apny	hi
beloved	en
army	en
k	hi
uniform	en
he	hi
bhool	hi
gaye	hi
.	rest
Ban	hi
gye	hi
chutiye	hi
	
G	hi
mre	hi
Bharat	hi
k	hi
Bhaio	hi
","	rest
chuna	hi
lga	hi
dia	hi
na	hi
","	rest
Bollywood	en
se	hi
bhar	hi
ao	hi
.	rest
#SurgicalStrike	rest
..	rest
1	rest
thing	en
V	rest
both	en
PK	rest
n	en
India	rest
shud	en
stop	en
electing	en
cartoons	en
as	en
PM	rest
.	rest
https://t.co/ka3D35NxRO	rest
	
Though	en
i	en
am	en
against	en
of	en
any	en
kind	en
of	en
war	en
.	rest
Lekin	hi
bachhe	hi
ko	hi
sudharne	hi
ke	hi
lye	hi
ek	hi
do	hi
thappad	hi
bahut	hi
jaruri	hi
hai	hi
.	rest
Warna	hi
bigad	hi
jaega	hi
.	rest
#SurgicalStrike	rest
	
RT	rest
@pakhishukla21	rest
:	rest
Hey	en
@ArvindKejriwal	rest
you	en
forgot	en
2	rest
add	en
ur	en
famous	en
tagline	en
"	rest	X"	
Iske	hi
piche	hi
Modi	rest
ka	hi
hath	hi
hai	hi
ji	hi
.	rest
"	rest	X"	
#SurgicalStrike	rest
#IndianArmy	rest
htt	rest
	
@Virendrsehwag	rest
statement	en
by	en
kejru's	rest
dad	en
abt	en
proof	en
of	en
his	en
paternity	en
"	rest	X"	
us	hi
rat	hi
ko	hi
humne	hi
surgical	en
strike	en
kiya	hi
hi	hi
nahi	hi
"	rest	X"	
#SurgicalStrike	rest
#proof	rest
	
RT	rest
@ShRuttiK	rest
:	rest
No	en
media	en
ask	en
to	en
army	en
officials	en
whn	en
Bollywood	en
hero	en
do	en
well	en
in	en
their	en
movies	en
.	rest
then	en
why	en
media	en
askng	en
on	en
#SurgicalStrike	rest
to	hi
the	hi
Bol	hi
	
RT	en
@its_belladonna	rest
:	rest
I'm	en
a	en
Pakistani	en
and	en
I	en
confirm	en
surgical	en
Strike	en
hui	hi
thi	hi
.	rest
Phantom	rest
main	hi
Saif	rest
ali	rest
khan	rest
ne	hi
ki	hi
thi	hi
#SurgicalStrike	rest
	
RT	en
@BATOLEBAZI	rest
:	rest
Aaj	hi
Tak	hi
Communisto	rest
Ki	hi
Worker	en
Strike	en
Hi	hi
Dekha	hi
.	rest
Strike	en
Itani	hi
Khushi	hi
Degi	hi
Ye	hi
Aaj	hi
ki	hi
#SurgicalStrike	rest
Ke	hi
Baad	hi
Pata	hi
Chala	hi
.	rest
Salute	en
	
RT	rest
@loveafter_death	rest
:	rest
#SurgicalStrike	rest
should	en
be	en
on	en
Pakistan	rest
defence	en
minister	en
k	rest
asif	rest
ke	hi
gand	hi
me	hi
bomb	en
dal	hi
Kar	hi
hona	hi
chahiye	hi
tha	hi
maderchod	hi
	
RT	rest
@PaatJohnywalker	rest
:	rest
#SurgicalStrike	rest
1st	rest
boycott	en
Saarc	rest
","	rest
surgical	en
strike	en
next	en
may	en
be	en
to	en
stop	en
river	en
Sindhu	rest
.	rest
Denewala	hi
jabhi	hi
deta	hi
deta	hi
chapad	hi
p	hi
	
RT	rest
@TheArslanRana	rest
:	rest
#SurgicalStrike	rest
1	rest
:	rest
Ghus	hi
k	hi
marengy	hi
2	rest
:	rest
Sit	en
it's	en
just	en
shooting	en
3	rest
:	rest
Bhai	hi
Kabotar	hi
na	hi
aa	hi
jy	hi
khi	hi
4	rest
:	rest
Ammi	hi
2	rest
","	rest
3	rest
trousers	en
bhj	hi
den	hi
.	rest
Sa	rest
	
RT	en
@mustansr_	rest
:	rest
Dear	en
Indians	rest
","	rest
we	en
are	en
peace	en
loving	en
people	en
.	rest
Tum	hi
log	hi
border	en
pe	hi
aa	hi
jaya	hi
kro	hi
","	rest
kuch	hi
ni	hi
kehte	hi
hmare	hi
army	en
wale	hi
!!	rest
#SurgicalStrike	rest
	
Let	en
us	en
injoy	en
middle	en
class	en
walo	hi
....	rest
Bibiya	hi
aaj	hi
500	rest
or	hi
1000	rest
ke	hi
note	hi
Aapko	hi
300	rest
or	hi
1000	rest
me	hi
de	hi
skti	hi
h	hi
#surgicalStrike	rest
https://t.co/OjroOcSJ4Y	rest
	
@ArvindKejriwal	rest
Next	en
time	en
arnd	en
please	en
ask	en
the	en
army	en
to	en
tk	en
u	en
along	en
during	en
the	en
strikes	en
..	rest
doodh	hi
ka	hi
doodh	hi
pani	hi
ka	hi
pani	hi
ho	hi
jayega	hi
#SurgicalStrike	rest
	
@Shahidmasooddr	rest
Sir	en
ap	hi
ye	hi
q	hi
nhi	hi
pochty	hi
k	hi
#PMLN	rest
waly	hi
sirf	hi
#IK	rest
k	hi
against	en
hi	hi
q	hi
bolty	hi
hain	hi
#SurgicalStrike	rest
k	hi
against	en
koi	hi
press	en
conference	en
q	hi
nhi	hi
	
RT	rest
@DenNehaS	rest
:	rest
@Shahrcasm	rest
P	rest
~	rest
Pagal	hi
A	hi
~	rest
Arvind	rest
K	rest
~	rest
Kejriwal	rest
","	rest
I	en
~	rest
India	rest
did	en
S	en
~	rest
#SurgicalStrike	rest
!	rest
T	rest
~	rest
Tu	hi
A	hi
~	rest
Aaukaat	hi
N	en
~	rest
Na	hi
dikha	hi
	
#SurgicalStrike	rest
Indian	en
prisoner	en
Chandu	rest
Babulal	rest
Chohan	rest
s/o	hi
Bashan	rest
Chohan	rest
age	en
22	rest
yr	en
r/o	hi
Mahristara	rest
ex	rest
81	rest
RR	rest
with	en
1	rest
SMG	rest
.	rest
6	rest
mag	en
&	rest
6	rest
grenades	en
	
@JuDHafizSaeed	rest
Ullu	hi
k	hi
patthe	hi
ek	hi
taraf	hi
bolta	hi
hai	hi
ki	hi
#SurgicalStrike	rest
was	en
never	en
take	en
place	en
and	en
dursi	hi
taraf	hi
kahta	hi
tu	hi
btayega	hi
kya	hi
hoti	hi
strike	en
?	rest
	
bharat	rest
mata	hi
ki	hi
jai	hi
..	rest
proud	en
to	en
be	en
an	en
.	rest
indian	en
...	rest
thnx	en
indian	en
army	en
....	rest
and	en
to	en
Pakistan	rest
I	en
want	en
to	en
say	en
..	rest
jaisi	hi
krnii	hi
vaisi	hi
bhrnii	hi
#SurgicalStrike	rest
	
Indian	rest
Army	en
Video	en
isiliye	hi
nahi	hi
dikha	hi
rahi	hi
","	rest
kyoki	hi
army	en
waha	hi
phochi	hi
to	hi
terrerist	en
gay	en
sex	en
kar	hi
rahe	hi
the	hi
Kuch	hi
nange	hi
ghum	hi
rahe	hi
the	en
#SurgicalStrike	rest
	
RT	en
@abhijeetsinger	rest
:	rest
Kaun	hi
hai	hi
ye	hi
??	rest
Dhobi	hi
ka	hi
ghada	hi
Na	hi
Ghar	hi
ka	hi
Na	hi
ghat	hi
ka	hi
..	rest
Who	en
the	en
hell	en
is	en
he	en
to	en
seek	en
d	en
information	en
?	rest
#SurgicalStrike	rest
https	rest
	
RT	rest
@D_ki_Company	rest
:	rest
Bahot	hi
logon	hi
ko	hi
#surgicalStrike	rest
ki	hi
zarurat	hi
hai	hi
.	rest
Jaise	hi
ki	hi
","	rest
shopkeeper	en
giving	en
toffee	en
for	en
change	en
","	rest
Aunty	en
who	en
keeps	en
asking	en
shaa	hi
	
#Pakistani	rest
SSG	rest
Pigeons	en
Commander	en
Of	en
Special	en
#SurgicalStrike	rest
In	en
India	rest
.....	rest
Haha	rest
Bara	hi
#Modi	rest
Bana	hi
Phirta	hi
Hei	hi
Kaboter	hi
Se	hi
Jo	hi
Darta	hi
Hei	hi
.	rest
#UsmanAQ	rest
https://t.co/pmIo5Jwngm	rest
	
This	en
is	en
what	en
happens	en
when	en
a	en
chaiwala	hi
turns	en
into	en
#IndianPM	rest
and	en
calls	en
For	en
#SurgicalStrike	rest
#IndiaSochnaBhiNahi	rest
Choty	hi
chae	hi
garm	hi
kr	hi
","	rest
bheja	hi
nhi	hi
	
@TimesNow	rest
Pakistani	en
terrorists	en
ka	hi
placement	en
to	hi
hona	hi
hi	hi
tha	hi
","	rest
par	hi
Indian	en
army	en
ne	hi
to	hi
campus	en
Placement	en
hi	hi
kar	hi
diya	hi
#SurgicalStrike	rest
#JaiHind	rest
	
Thats	en
called	en
#SurgicalStrike	rest
in	en
india	rest
","	rest
by	en
india	rest
.	rest
Apny	hi
ghr	hi
me	hi
to	hi
burai	hi
rok	hi
nai	hi
skty	hi
Or	hi
bhonkty	hi
hein	hi
Pakistan	rest
k	hi
bary	hi
me	hi
#PAKArmyZindabad	rest
https://t.co/P0dZvvEdVc	rest
	
#Modi	rest
ji	hi
thanks	en
for	en
showing	en
what	en
#intolerance	rest
is	en
..	rest
an	en
example	en
well	en
set	en
..	rest
aaj	hi
mera	hi
seena	hi
sach	hi
mein	hi
56	rest
inch	en
ka	hi
ho	hi
gya	hi
#SurgicalStrike	rest
	
RT	rest
@rjfahad	rest
:	rest
"	rest	X"	
Pakistani	en
media	en
parrots	en
their	en
Govt	en
line	en
"	rest	X"	
Humne	hi
to	hi
#SurgicalStrike	rest
ke	hi
dheron	hi
saboot	hi
maang	hi
lie	hi
Govt	en
se	hi
.	rest
Hai	hi
na	hi
?	rest
	
RT	rest
@SharyOfficial	rest
:	rest
dfa	hi
abhi	hi
to	hi
party	en
shuro	hi
hui	hi
thi	hi
Apki	hi
age	en
itni	hi
ho	hi
chuki	hi
he	hi
itne	hi
der	hi
kese	hi
jagti	hi
he	hi
rat	hi
ko	hi
?	rest
#SurgicalStrike	rest
Blocked	en
ht	en
	
Ye	hi
toh	hi
cheating	en
hai	hi
Modi	rest
ji	hi
l	hi
...	rest
Hum	hi
toh	hi
expect	en
kar	hi
rhe	hi
the	hi
strongest	en
reply	en
from	en
India	rest
will	en
be	en
"	rest	X"	
Kadi	hi
Ninda	hi
"	rest	X"	
but	en
Ye	hi
#Surgicalstrike	rest
karwa	hi
di	hi
	
such	en
a	en
poor	en
nation	en
india	rest
is	en
.	rest
raat	hi
me	hi
#SaifAliKhan	rest
ki	hi
movie	en
dekhi	hi
subah	hi
bole	hi
#SurgicalStrike	rest
kr	hi
di	hi
hum	hi
ne	hi
.	rest
acha	hi
hota	hi
ek	hi
or	hi
movie	en
bana	hi
lete	hi
	
RT	rest
@life_hacker23	rest
:	rest
BILAWAL	rest
BHUTTO	rest
*	rest
In	en
2014	rest
*	rest
Pura	hi
Kashmir	rest
le	hi
ke	hi
rahenge	hi
*	rest
Post	en
#SurgicalStrike	rest
*	rest
POK	rest
me	hi
ab	hi
ghuske	hi
dikha	hi
*	rest
At	en
present	en
*	rest
Bashir	hi
aj	hi
	
Dear	en
@ArvindKejriwal	rest
its	en
#SurgicalStrike	rest
&	rest
nt	en
a	en
sex	en
scandel	en
.	rest
Video	en
banao	hi
","	rest
upload	en
karo	hi
aur	hi
bechne	hi
ka	hi
kaam	hi
#AAP	rest
karte	hi
ho	hi
","	rest
#Indian	rest
#Army	rest
nahi	hi
	
There	en
were	en
NO	en
#SurgicalStrike	rest
Strikes	en
according	en
to	en
the	en
UN	rest
Monitoring	en
Mission	en
.	rest
Bus	hi
Batein	hi
Karwa	hi
lo	hi
Indians	en
se	hi
https://t.co/chzWEuJSBh	rest
	
@ANI_news	rest
Dalali	hi
toh	hi
tum	hi
kerte	hi
ho	hi
","	rest
Jo	hi
Army	en
Ke	hi
#SurgicalStrike	rest
Ko	hi
fake	en
Bolte	hi
ho	hi
.	rest
Shame	en
on	en
you	en
.	rest
@OfficeOfRG	rest
	
@SankiMaanjhi	rest
@sanjaynirupam	rest
@narendramodi	rest
ne	hi
jo	hi
kiya	hi
#SurgicalStrike	rest
wo	hi
koi	hi
aur	hi
nahi	hi
kar	hi
sakta	hi
.	rest
Other	en
parties	en
should	en
learn	en
from	en
this	en
	
Sir	en
Gaal	hi
per	hi
chata	hi
hai	hi
","	rest
ir	hi
bhi	hi
he	en
didn't	en
touch	en
me	en
","	rest
we	en
need	en
2	rest
ask	en
pak	rest
wat	en
is	en
their	en
definition	en
of	en
"	rest	X"	
touch	en
"	rest	X"	
...	rest
#SurgicalStrike	rest
https://t.co/v9m3Y9jOaD	rest
	
Pakistan	rest
mein	hi
2nd	rest
sabse	hi
zyada	hi
bola	hi
jaane	hi
wala	hi
angrezi	hi
shabd	hi
:	rest
"	rest	X"	
Surgical	en
Strike	en
"	rest	X"	
Pehla	hi
abhi	hi
bhi	hi
wahi	hi
h	hi
:	rest
"	rest	X"	
Our	en
boys	en
played	en
well	en
"	rest	X"	
#SurgicalStrike	rest
	
RT	rest
@SUMERNAIN1	rest
:	rest
SURGICAL	en
STRIKE	en
KI	hi
VEDIO	en
CLIP	en
STUDIO	en
ME	hi
TAYYAR	hi
KI	hi
JAA	hi
RAHI	hi
HE	hi
KRIPYA	hi
BHAKT	hi
JAN	hi
THODA	hi
INTEZAR	hi
KARE	hi
...	rest
#SURGICALSTRIKE	rest
@Ashok	rest
	
@gauravcsawant	rest
are	en
u	en
can	en
show	en
the	en
Bodies	en
of	en
terrorists	en
Publicly	en
.	rest
Hum	hi
bhe	hi
tu	hi
dekhy	hi
k	hi
wo	hi
kesy	hi
sher	hi
jin	hi
ny	hi
#SurgicalStrike	rest
walu	hi
ko	hi
3	rest
din	hi
Nchaya	hi
	
RT	en
@Babu_Bhaiyaa	rest
:	rest
Don't	en
mess	en
with	en
Indian	en
Army	en
&	rest
Unsubtledesi	rest
ji	hi
..	rest
Army	en
k	hi
#SurgicalStrike	rest
se	hi
bach	hi
bhi	hi
gaye	hi
to	hi
inke	hi
strike	en
se	hi
bachna	hi
mushkil	hi
h	hi
	
RT	rest
@Ingenuous__	rest
:	rest
Pak	rest
Ka	hi
Dusra	hi
Sabse	hi
Jyada	hi
Bola	hi
Jane	hi
Wala	hi
Angreji	hi
Shabd	hi
:	rest
#SurgicalStrike	rest
Pehla	hi
Abhi	hi
Bhi	hi
Wahi	hi
Hai	hi
:	rest
"	rest	X"	
Our	en
Boys	en
Played	en
Well	en
"	rest	X"	
	
@TimesNow	rest
this	en
is	en
known	en
as	en
"	rest	X"	
urrta	hi
teer	hi
pakarna	hi
"	rest	X"	
.	rest
#surgicalstrike	rest
pe	hi
phass	hi
k	hi
reh	hi
Gaye	hi
becharay	hi
karnay	hi
walay	hi
!	rest
	
#SurgicalStrike	rest
b4	rest
1947	rest
butt	hi
k	hi
rahay	hi
ga	hi
hindustan	rest
ban	hi
k	hi
rahay	hi
ga	hi
Pakistan	rest
","	rest
nd	en
now	en
again	en
na	hi
rahay	hi
ga	hi
hindustan	rest
ban	hi
k	hi
rahay	hi
ga	hi
khalistan	rest
	
@HafizSaeedNow	rest
its	en
we	en
#India	rest
karle	hi
teri	hi
gand	hi
mein	hi
ya	hi
lode	hi
mein	hi
dum	hi
hai	hi
jo	hi
katwe	hi
..	rest
#SurgicalStrike	rest
was	en
just	en
a	en
trailer	en
..	rest
picture	en
abhi	hi
baki	hi
hai	hi
	
He	en
crossed	en
LOC	rest
by	en
mistake	en
and	en
Pak	rest
ne	hi
us	hi
ko	hi
Bannu	rest
k	hi
Pathanun	hi
k	hi
hawaly	hi
ker	hi
dya	hi
by	en
mistake	en
.	rest
Rest	en
U	en
know	en
.	rest
Lol	en
#SurgicalStrike	rest
#WellDonePakArmy	rest
https://t.co/9L4sBQzjhT	rest
	
RT	rest
@Being_Sparrow	rest
:	rest
Pakistani	en
Army	en
Fair	en
&	rest
Lovely	en
Lgati	hi
rh	hi
gyi	hi
...	rest
Or	hi
LOC	rest
me	hi
Indian	en
Army	en
#SurgicalStrike	rest
kr	hi
k	hi
aa	hi
gai	hi
...	rest
https://t.co/Rr7MhA	rest
	
RT	rest
@SharyOfficial	rest
:	rest
#SurgicalStrike	rest
ops	en
Remember	en
ya	hi
r	hi
Pakistanio	hi
in	en
Endian	en
Toilets	en
walo	hi
yad	hi
karao	hi
yeh	hi
Rt	rest
@narendramodi	rest
koun	hi
khoti	hi
Sarka	hi
	
#SurgicalStrike	rest
exposed	en
the	en
TRUE	en
face	en
of	en
our	en
politicians	en
.	rest
Ek	hi
teer	hi
se	hi
do	hi
nishan	hi
","	rest
ek	hi
Pakistan	rest
aur	hi
dusra	hi
netas	rest
by	en
our	en
Indian	en
Army	en
.	rest
Great	en
Job	en
!	rest
	
tweets	en
ki	hi
authentically	en
pochany	hi
waly	hi
#SurgicalStrike	rest
ki	hi
authentically	en
pe	hi
to	hi
bolty	hi
ni	hi
!	rest
LOL	rest
e	hi
ho	hi
gya	hi
!	rest
https://t.co/KfAwqIxDdh	rest
	
RT	rest
@meAGhosh	rest
:	rest
Kyu	hi
Ankit	rest
??	rest
LAL	hi
kyu	hi
hui	hi
padi	hi
hai	hi
tumhari	hi
??	rest
Wo	hi
Modi	rest
Ji	hi
ke	hi
decision	en
par	hi
hi	hi
border	en
cross	en
kar	hi
#SurgicalStrike	rest
kiye	hi
the	hi
..	rest
https	rest
	
Now	en
indian	en
politicians	en
demand	en
proof	en
of	en
Indian	en
#SurgicalStrike	rest
:p	rest
Yaar	hi
Pehle	hi
Ghur	hi
ma	hi
tu	hi
Sabit	hi
Kero	hi
https://t.co/OtafRr7AvZ	rest
	
#surgicalstrike	rest
jo	hi
surgikalstrike	en
ke	hi
sabut	hi
chahta	hi
h	hi
@kejri	rest
@nirupam	rest
@digvijay	rest
inki	hi
G	hi
me	hi
dum	hi
ho	hi
to	hi
next	en
strike	en
me	hi
army	en
ke	hi
sath	hi
chale	hi
jana	hi
.	rest
	
Salute	en
to	en
the	en
Army	en
....	rest
I	en
am	en
proud	en
of	en
our	en
army	en
...	rest
Jay	hi
hind	hi
...	rest
Jay	hi
Bharat	hi
Bharat	hi
Mata	hi
ki	hi
Jay	hi
#Surgicalstrike	rest
	
Subah	hi
sy	hi
pait	hi
ki	hi
halat	hi
khrab	hi
hai	hi
Surgical	en
Strikes	en
py	hi
Surgical	en
Strikes	en
ho	hi
rhi	hi
hain	hi
#LooseMotions	rest
#OhComeOn	rest
#SurgicalStrike	rest
	
Joke	en
of	en
the	en
day	en
...	rest
Jumped	en
red	en
light	en
","	rest
caught	en
by	en
police	en
walah	hi
","	rest
gave	en
him	en
1000	rest
ka	hi
note	en
.	rest
Police	en
walah-	hi
Sir	en
100	rest
hi	hi
de	hi
do	hi
...	rest
#surgicalstrike	rest
	
Where	en
is	en
#ArnabGoswami	rest
??	rest
Where	en
is	en
??	rest
I	en
am	en
going	en
to	en
buy	en
licencey	en
katta	hi
.	rest
agar	hi
ab	hi
nahi	hi
bola	hi
to	hi
kabhi	hi
nahi	hi
bolega	hi
.	rest
@justicarnab	rest
#SurgicalStrike	rest
	
RT	rest
@TheTanmayBatra	rest
:	rest
Ab	hi
kya	hi
kahe	hi
ga	hi
Pakistan	rest
humare	hi
terrorists	en
maar	hi
diye	hi
.	rest
Brilliant	en
Job	en
@adgpi	rest
n	en
@narendramodi	rest
govt	en
.	rest
#SurgicalStrike	rest
htt	rest
	
RT	rest
@veerpatil1993	rest
:	rest
Itne	hi
strike	en
toh	hi
pak	rest
pe	hi
nahi	hi
hue	hi
hai	hi
jitne	hi
twitter	en
pe	hi
Surgical	en
name	en
strikes	en
hui	hi
hai	hi
#SurgicalStrike	rest
#sabsurgical	rest
#surgic	rest
	
Sutro	hi
se	hi
pata	hi
chala	hi
hein	hi
ki	hi
hamare	hi
great	en
politician	en
Mr	en
@ArvindKejriwal	rest
Google	en
pe	hi
#SurgicalStrike	rest
ki	hi
suboot	hi
dund	hi
raha	hi
?	rest
#BackArmyEndPolitics	rest
	
#SurgicalStrike	rest
tou	hi
high	en
level	en
cheez	hi
hai	hi
","	rest
India	rest
kay	hi
liye	hi
tou	hi
Pigeon	en
Strikes	en
he	hi
kaafi	hi
hain	hi
.	rest
#IndiaScaredOfPigeons	rest
.	rest
	
RT	rest
@Nitesh69595876	rest
:	rest
#upbtc30000	rest
sarkar	hi
ko	hi
mtlb	hi
nhi	hi
hblgta	hi
apne	hi
PDE	rest
like	en
Btc	en
training	en
pass	en
out	en
se	hi
@yadavakhilesh	rest
@ANI_news	rest
#SurgicalStrike	rest
	
Lets	en
pat	en
back	en
of	en
our	en
amazing	en
space	en
and	en
remote	en
sensing	en
scientists	en
of	en
ISRO-	rest
unsung	en
heroes	en
of	en
#SurgicalStrike	rest
#NAME?	hi
Jawan	hi
","	rest
Jai	hi
Kisan	hi
","	rest
Jai	hi
Vigyan	hi
!	rest
	
Asha	hi
ka	hi
Ik	hi
paon	hi
qabar	hi
me	hi
aur	hi
ik	hi
Dunya	hi
me	hi
...	rest
xD	rest
Wait	en
i	en
didn't	en
say	en
Asha	rest
bhosle	rest
..!!	rest
Anyone	en
can	en
be	en
Asha	rest
..!!!	rest
#ashabhosle	rest
#SurgicalStrike	rest
	
"	rest	X"	
No	en
chance	en
of	en
improvement	en
in	en
Indo-Pak	rest
Relations	en
till	en
PM	rest
Modi	rest
:	rest
Sartaz	rest
Azeez	rest
"	rest	X"	
U	en
mean	en
"	rest	X"	
Dal	hi
Nahin	hi
Galegi	hi
"	rest	X"	
?	rest
Bilkul	hi
nahin	hi
Galegi	hi
#SurgicalStrike	rest
	
RT	rest
@narendramodi177	rest
:	rest
Sun	hi
Le	hi
Beta	hi
Nawaz	rest
Sharif	rest
","	rest
Kashmir	rest
To	hi
Hoga	hi
Lekin	hi
Pakistan	rest
Nahi	hi
Hoga	hi
.	rest
RT	rest
If	en
You	en
Feel	en
Goosebumps	en
.	rest
#SurgicalStrike	rest
https	rest
	
Babar	rest
k	hi
baad	hi
","	rest
imad	rest
wasim	rest
ki	hi
#SurgicalStrike	rest
ka	hi
khatra	hi
.	rest
UAE	rest
intazamia	hi
ny	hi
lights	en
off	en
karny	hi
ka	hi
faisla	hi
karlia	hi
.	rest
https://t.co/g1mMKtrKiG	rest
	
@ashokepandit	rest
ye	hi
@sanjaynirupam	rest
nahi	hi
papu	hi
@OfficeOfRG	rest
ne	hi
bulvaya	hi
hai	hi
#surgicalstrike	rest
se	hi
papu	hi
or	hi
papu	hi
ke	hi
chaley	hi
ke	hi
raat	hi
me	hi
neend	hi
gayab	hi
hai	hi
	
RT	rest
@Sharma_boy25	rest
:	rest
beta	hi
(	rest
Pakistan	rest
)	rest
agar	hi
bigad	hi
jaaye	hi
toh	hi
baap	hi
(	rest
India	rest
)	rest
ko	hi
sakht	hi
Kadam	hi
uthaane	hi
padte	hi
h	hi
...	rest
so	en
Modi	rest
Ji	hi
on	en
his	en
way	en
#SurgicalStrike	rest
	
Ab	hi
pachhtaye	hi
kya	hi
hot	hi
jab	hi
chidiya	hi
chug	hi
gayi	hi
khet	hi
Wht	en
d	en
use	en
of	en
crying	en
whn	en
bird	en
ate	en
d	en
farm	en
?	rest
Ab	hi
#Pakistan	rest
Kya	hi
Kare	hi
jab	hi
ho	hi
Gayi	hi
#SurgicalStrike	rest
	
Border	en
k	hi
us	hi
par	hi
crow	en
buhat	hi
urr	hi
rahe	hi
hai	hi
lagta	hi
hai	hi
mahan	hi
army	en
ki	hi
lashe	hi
abhi	hi
tak	hi
wahi	hi
parhi	hi
hai	hi
#SurgicalStrike	rest
Pakistan	rest
army	en
zindabad	hi
	
Lo	hi
Bhai	hi
Pak	rest
ab	hi
to	hi
Windies	rest
bhi	hi
lag	hi
gye	hi
#SurgicalStrike	rest
mein	hi
.	rest
Darren	rest
Bravo	rest
and	en
WI	rest
now	en
have	en
billion	en
more	en
supporters	en
#PAKvsWI	rest
#ShowYourPunnyBone	rest
	
RT	rest
@KejriLies	rest
:	rest
P	rest
~	rest
Pagal	hi
A	rest
~	rest
Arvind	rest
K	rest
~	rest
Kejriwal	rest
","	rest
I	en
~	rest
India	rest
did	en
S	en
~	rest
#SurgicalStrike	rest
!	rest
T	rest
~	rest
Tu	hi
A	hi
~	rest
Aaukaat	hi
N	en
~	rest
Na	hi
dikha	hi
#AAPNot4Punjab	rest
	
RT	rest
@anshuwvn	rest
:	rest
#SurgicalStrike	rest
-	rest
2	rest
Army	en
chief	en
:	rest
Gun	en
","	rest
bomb	en
k	hi
saath	hi
is	hi
baar	hi
camera	en
bhi	hi
le	hi
